298;2;2;;PASTEL MINI CELEBRACION;0,0000
296;2;2;;MASSINI INDIVIDUAL;0,0000
2005;20;20;;MENU NIÑOS Nº 1- 10 AÑOS;12,7200
366;4;4;;BOCADILLO BUTIFARRA NEGRA;5,0500
1129;11;11;;LIMONCELLO * CHUPITO;0,0000
1403;13;13;;LIMONCELLO  CON HIELO;0,0000
3;1102;1;BOTIFFARA A LA BRASA;BUTIFARRA A LA BRASA;4,4400
1303;98;98;;1/2 J & B * C/H;4,4100
1002;10;10;;ACEITUNAS RELLENAS;2,4700
206;2;2;;PIJAMA DE LA CASA;5,6700
448;5001;5;CABERNET SAUVIGNON NEGRE;CABERNET SAUVIGNON NEGRO;10,0600
564;7;7;;TORRES 10 CARAJILLO;1,6300
98;17;17;;NO ENTREGAR ESTA  MESA PREGUNTAR A JOSEP;0,0000
61;1;1;;TORTILLA DE QUESO;5,0900
99040;98;98;;FOUR ROSES * 1/2 CON HIEL;3,9800
1127;11;11;;AVELLANA * CHUPITO;1,4500
740;8;8;;VODKA COPA;1,8100
200;2001;2;MUSIC;MUSICO;4,8200
510;7;7;;CAFE CON NATA;3,2300
932;9;9;;MORILES;1,0500
933;9;9;;MOSCATEL;1,3200
919;9;9;;TINTO DE VERANO;0,0000
5;1102;1;;SECRETO DE CERDO A LA BRASA;8,2400
